,语言能力,总量
30398,"请给我一个就业机会,我****公司效劳!",1
30399,普通话听说流利标准；************粤语听说流利标准；*********,1
30400,有较强语言文字组织，表述能力，,1
30401,语三级证书************普通话标准,1
30402,普通话水平二级甲等，能说一口流利的普通话;粤语能听懂部分;外语水平较好，普通的听,1
30403,    本人沟通能力良好，做事认真负责。,1
30404,"沟通能力强,表达能力好",1
30405,本人有五年的货仓物料管理经验。熟悉货仓一切流程和帐目，能很好地控制物料的先进先出,1
30406,语，熟练；粤语，一般,1
30407,获得普通话二级乙等证书.,1
30408,普通话流利************语一般************粤语流利,1
30409,  本人普通话流利，具备文4级的听，说，读，写能力，并能用文邮件和Skype,1
30410,优异,1
30411,    一口标准流利的普通话.************    语   PRET,1
30412,    我普通话标准熟练，语达到了四级水平，懂粤语。,1
30413,通过国家语四六级考试，有较好的语听说读写能力。能做简单的翻译工作,1
30414,懂得国语，粤语，地方方言（例如：客家话）,1
30415,CET:****,1
30416,*本人在大学本科时期，写有《(***》论文，并且在实习阶段写有多篇新闻稿件，熟练掌,1
30417,"粤语,普通话,客家话(清远客家)都很流利!还懂一些很简单的语日常用语!",1
30418,C语言 二级 优秀************语  四级 良好,1
30419,语良好 、国语纯正,1
30420,普通话：精通；语：一般,1
30421,普通话标准；************语熟练，通过了CET-4和CET-6，加上,1
30422, 语水平：有基本的听、说、读、写能力，能流利的用语交流，已过语三级,1
30423,语言 1：国语          等级： 精通 ************语言 2,1
30424,文 流利，马来语 一般。,1
30425,   有较强的表达能力和沟通能力 ,1
30426,   有良好的沟通能力----擅长妥善处理突发事件！,1
30427,普通话：精通  广东话：良好******语：听：精通，说：良好，读：精通，写：,1
30428,日语：在校专业为日语，****年通过日语等级2级************      ,1
30429,中文流利，普通话标准************文一般,1
30430,本人操一口流利的广东话和普通话，语水平一般，表达能力强，口齿伶俐，吐字清晰。,1
30431,普通话：二乙  普通话标准，************语：三级  能简单的语会,1
30432,"已经通过语专业八级,并对商务语能够运用自如；有良好的听说读写能力,能够熟练",1
30433,语高校语考试已过。高校非计算机专业二级（VB程序设计）。,1
30434,省级计算机等级考试（VF）二级************国家语四级,1
30435,能看懂常用语及机械文相关资料,1
30436,语水平良好，有较好的语写作能力。普通话标准。****************,1
30437,"语四级,具备良好的语听写能力! ************熟悉粤语、普通话",1
30438,本人沟通能力良好。,1
30439,大学语六级，听说读写熟练。************自学日语韩语，能日常会话，初,1
30440,外语能力：日语（二年日语专业学习）,1
30441,"中文,广州话************法文,西班牙文翻译一般",1
30442,普通话、粤语运用自如************语一般,1
30443,语   良好 四级：****分************普通话 标准*******,1
30444,   本人具有良好的语言沟通能力，还在学校“文学社”工作过，还在学校的获得“优秀,1
30445,本人普通话标准，语上有良好的阅读、口语能力******************,1
30446,有良好的语言组织跟沟通能力，理解能力强！,1
30447,会一点简单的语。,1
30448,    本人口齿伶俐，普通话二乙等,1
30449,	****************年通过TEM-8(专业八级)*********,1
30450,普通话：良好  ******语：听：良好，说：良好，读：良好，写：一般，等级：,1
30451,****年6月通过《(高*试》（A级）************2,1
30452,   普通话水平拿到2已证书，表达能力强，吐字清晰，善于沟通。,1
30453,普通话二级乙等************语：CET6,1
30454,能熟练流畅地浏览YAHOO等文网站，在校时课外时间经常阅览语沙龙，疯狂语阅,1
30455,语  精通    日语  一般    ************汉语  精通  ,1
30456,打字速度一般在****个字左右，熟悉办公软件，学习了用友软件。而且用友软件操作在全校,1
30457,普通话获得了国家二乙证书。************语CET——4证书，CET—,1
30458,"普通话流利标准,外语能力良好,能正常交流",1
30459,接收新事物及沟通能力较强。,1
30460,语专业四级  普通话一级乙等******语口语和普通话流利,1
30461,-普通话---流利************-粤语 ---- 能听懂并讲一般日常粤,1
30462,母语：粤语************     普通话标准************ ,1
30463,普通话  标准************语    良好   **********,1
30464,语六级，****分；************语口语测试，B等；*******,1
30465,"  本人会客家话,普通话.",1
30466,普通话二级乙等************语四级************六级待拿,1
30467,语：一般************普通话：2乙,1
30468,读大学期间，参加过口语训练，语过四级,1
30469,"语言能力: 普通话流利,粤语一般 ******语水平  良好 ******",1
30470,语基础知识扎实，具备较好的听，说，读，写及翻译能力************已通,1
30471,通过CET-4考试，具有较强的听、说、读、写能力************熟悉专业,1
30472,能流利使用普通话，粤语，潮汕话，语通过CET-4，口语能力良好,1
30473,语言能里一般。,1
30474,1、对计算机操作非常熟练；************2、擅长产品网络推广与销售管理,1
30475, 语（熟练）************日语（初级）************广东话,1
30476,汉语优秀，口才好。写作能力好。计算机水平2级.考取了国家颁发的计算机等级证书.,1
30477,语 CET 4,1
30478,普通话************语能力一般,1
30479, 交际、本人性格开朗，稳重，有活力，待人热情，真诚。工作认真负责，积极主动，能吃,1
30480,计算机等级水平：软件设计师************语能力:良好*******,1
30481,普通话，粤语、客家话,1
30482,通过大学语四  六级考试，能流利馔写文函电，有很好的听说及翻译能力*****,1
30483,大学语六级，专业语四级，日语（略懂）,1
30484,普通话精通、流利,1
30485,"  能说流利的语，通过专业八级(TEM8),专业四级(TEM4)考试,并通过",1
30486,   ************     有较好的语言文字能力和较强的建筑工程施,1
30487,****年四月通过专业语四级************************2,1
30488,语一般   精通普通话  粤语一般,1
30489,中文熟练，文良好。,1
30490,文口语良好，普通话流利，同时还会讲闽南话,1
30491,1.语，PET 4，CET 6；语口语流畅，与老外客户用语交流畅通无阻；*,1
30492,语一般，粤语能听懂一部分。,1
30493,  语 CET-4,1
30494,外语水平一般******,1
30495,语能力一般******不会粤语,1
30496,普通户流利************语普通,1
30497,"精通普通话,粤语************语：较好的掌握语基础知识和语言技巧",1
30498,语水平没有过四级。四级成绩****，有点怨。说话表达能力较好，,1
30499,还可以~~,1
30500,"    本人国语水平良好,会讲客家话.粤语一般",1
30501,能够说标准的普通话，可以听懂一些白话,1
30502,普通话水平二级乙等、************文秘资格证书、***********,1
30503,"一定的粤语水平,熟练的语听,读,写能力.",1
30504,取得国家语三级证.,1
30505,"熟悉office/ERP办公软件,FUJI Flaxe（XP专用编程软件）",1
30506,国语 粤语  熟练,1
30507,普通话：精通  ************语：良好,1
30508,语四级：普通话二级,1
30509,语4级************普通话标准************,1
30510,语四级已过，语六级****分。日语2级成绩正等待结果。************,1
30511,语六级，有较强的听说读写,1
30512,语具备普通的听，读，写，译能力，一般。,1
30513,     交际、组织、管理、写作、电脑、文学、分析研究、足球、音乐等。管理理论,1
30514,普通话标准流利，良好的沟通能力,1
30515,"语一般,白话一般.",1
30516,本人有积极向上的生活态度和广泛的兴趣爱好，对工作责任心强，诚恳踏实，有较强组织，,1
30517,普通话：国家二已。************语：CET4。***********,1
30518,中文  熟练************************,1
30519,本人性格开朗，活泼大方，思想正直，诚信，对工作怀有很高的热情，坚持以学为主，取得,1
30520,精通普通话，沟通能力强。,1
30521,"我会说标准的普通话,会长沙话,邵阳话,听的懂一般的广东话!我没有太大的优势,就",1
30522,语良好六级已经过了,1
30523,具有很好的语听说能力，能和外国人沟通。,1
30524,普通话： 精通 ，    粤语： 精通，语：   一般 ,1
30525,体贴、温柔、善解人意，懂得他人的需要，善于与人沟通，有较强的沟通能力！,1
30526,1。普通话标准，有较强的语言表达能力；************2。会商贸语读写,1
